50000,10000,0,1000,500,0,1000000,0,0,0
52000,11000,0,1000,500,0,1000000,0,0,0
54000,12000,0,1000,500,0,1000000,0,0,0
53000,11500,0,1000,500,0,1000000,0,0,0
56000,13000,0,1000,500,0,1000000,0,0,0
57000,13500,0,1000,500,0,1000000,0,0,0
58000,14000,0,1000,500,0,1000000,0,0,0
55000,12500,0,1000,500,0,1000000,0,0,0
51000,10500,0,1000,500,0,1000000,0,0,0
59000,14500,0,1000,500,0,1000000,0,0,0
60000,15000,0,1000,500,0,1000000,0,0,0
61000,15500,0,1000,500,0,1000000,0,0,0
63000,16500,0,1000,500,0,1000000,0,0,0
64000,17000,0,1000,500,0,1000000,0,0,0
65000,17500,0,1000,500,0,1000000,0,0,0
67000,18500,0,1000,500,0,1000000,0,0,0
62000,16000,0,1000,500,0,1000000,0,0,0
68000,19000,0,1000,500,0,1000000,0,0,0
69000,19500,0,1000,500,0,1000000,0,0,0
66000,18000,0,1000,500,0,1000000,0,0,0
70000,20000,0,1000,500,0,1000000,0,0,0
72000,21000,0,1000,500,0,1000000,0,0,0
71000,20500,0,1000,500,0,1000000,0,0,0
75000,22500,0,1000,500,0,1000000,0,0,0
73000,21500,0,1000,500,0,1000000,0,0,0
76000,23000,0,1000,500,0,1000000,0,0,0
77000,23500,0,1000,500,0,1000000,0,0,0
79000,24500,0,1000,500,0,1000000,0,0,0
80000,25000,0,1000,500,0,1000000,0,0,0
78000,24000,0,1000,500,0,1000000,0,0,0
81000,25500,0,1000,500,0,1000000,0,0,0
74000,22000,0,1000,500,0,1000000,0,0,0
83000,26500,0,1000,500,0,1000000,0,0,0
82000,26000,0,1000,500,0,1000000,0,0,0
85000,27500,0,1000,500,0,1000000,0,0,0
86000,28000,0,1000,500,0,1000000,0,0,0
87000,28500,0,1000,500,0,1000000,0,0,0
84000,27000,0,1000,500,0,1000000,0,0,0
89000,29500,0,1000,500,0,1000000,0,0,0
90000,30000,0,1000,500,0,1000000,0,0,0
92000,31000,0,1000,500,0,1000000,0,0,0
93000,31500,0,1000,500,0,1000000,0,0,0
94000,32000,0,1000,500,0,1000000,0,0,0
95000,32500,0,1000,500,0,1000000,0,0,0
96000,33000,0,1000,500,0,1000000,0,0,0
91000,30500,0,1000,500,0,1000000,0,0,0
97000,33500,0,1000,500,0,1000000,0,0,0
98000,34000,0,1000,500,0,1000000,0,0,0
88000,29000,0,1000,500,0,1000000,0,0,0
100000,35000,0,1000,500,0,1000000,0,0,0
101000,35500,0,1000,500,0,1000000,0,0,0
99000,34500,0,1000,500,0,1000000,0,0,0
103000,36500,0,1000,500,0,1000000,0,0,0
105000,37500,0,1000,500,0,1000000,0,0,0
102000,36000,0,1000,500,0,1000000,0,0,0
104000,37000,0,1000,500,0,1000000,0,0,0
107000,38500,0,1000,500,0,1000000,0,0,0
108000,39000,0,1000,500,0,1000000,0,0,0
109000,39500,0,1000,500,0,1000000,0,0,0
106000,38000,0,1000,500,0,1000000,0,0,0
111000,40500,0,1000,500,0,1000000,0,0,0
113000,41500,0,1000,500,0,1000000,0,0,0
112000,41000,0,1000,500,0,1000000,0,0,0
110000,40000,0,1000,500,0,1000000,0,0,0
116000,43000,0,1000,500,0,1000000,0,0,0
114000,42000,0,1000,500,0,1000000,0,0,0
117000,43500,0,1000,500,0,1000000,0,0,0
115000,42500,0,1000,500,0,1000000,0,0,0
119000,44500,0,1000,500,0,1000000,0,0,0
120000,45000,0,1000,500,0,1000000,0,0,0
118000,44000,0,1000,500,0,1000000,0,0,0
121000,45500,0,1000,500,0,1000000,0,0,0
124000,47000,0,1000,500,0,1000000,0,0,0
123000,46500,0,1000,500,0,1000000,0,0,0
122000,46000,0,1000,500,0,1000000,0,0,0
127000,48500,0,1000,500,0,1000000,0,0,0
126000,48000,0,1000,500,0,1000000,0,0,0
130000,50000,0,1000,500,0,1000000,0,0,0
125000,47500,0,1000,500,0,1000000,0,0,0
128000,49000,0,1000,500,0,1000000,0,0,0
133000,51500,0,1000,500,0,1000000,0,0,0
